Date,Open,High,Low,Close,Volume,Adj Close
2014-12-23,70.379997,71.209999,70.300003,71.0,2251200,69.44787600000001
2014-12-24,71.0,71.309998,70.43,70.470001,1126900,68.929464
2014-12-26,70.57,71.019997,70.57,70.879997,1297900,69.330497
2014-12-29,70.650002,70.860001,70.33000200000001,70.480003,1715200,68.939247
2014-12-30,70.339996,70.690002,69.849998,70.040001,2085900,68.508864
2014-12-31,70.089996,70.410004,69.120003,69.190002,2202300,67.677447
2015-01-02,69.16999799999999,69.260002,68.699997,69.040001,2522800,67.530725
2015-01-05,68.940002,69.43,68.449997,68.529999,2950700,67.031871
2015-01-06,68.730003,68.870003,67.629997,67.809998,3437400,66.32760999999999
2015-01-07,68.129997,68.440002,67.739998,68.349998,2908000,66.855806
2015-01-08,68.949997,69.309998,68.68,69.279999,2745200,67.765476
2015-01-09,69.349998,69.440002,68.550003,68.599998,2284300,67.100341
2015-01-12,68.599998,68.959999,67.769997,68.260002,2352000,66.767777
2015-01-13,68.660004,69.33000200000001,68.33000200000001,68.730003,4434200,67.22750400000001
2015-01-14,67.889999,68.629997,67.839996,68.449997,2579200,66.95361899999999
2015-01-15,68.449997,68.940002,68.209999,68.32,2376200,66.826463
2015-01-16,68.260002,69.260002,68.019997,69.16999799999999,3787800,67.65788
2015-01-20,69.040001,69.190002,68.379997,68.959999,3275000,67.452472
2015-01-21,68.139999,68.959999,67.760002,68.349998,3373100,67.206653
2015-01-22,68.480003,69.440002,68.099998,69.32,3084400,68.160428
2015-01-23,68.849998,69.0,67.099998,67.139999,4587800,66.01689499999999
2015-01-26,66.959999,67.089996,66.230003,66.290001,5433500,65.181115
2015-01-27,65.690002,65.93,64.870003,65.660004,5951000,64.561656
2015-01-28,66.050003,66.209999,64.949997,65.120003,6750300,64.030688
2015-01-29,68.599998,69.459999,68.220001,69.029999,6902200,67.87527800000001
2015-01-30,68.349998,68.589996,67.459999,67.519997,5926600,66.390535
2015-02-02,67.360001,69.089996,66.980003,68.989998,4609000,67.83594699999999
2015-02-03,69.190002,69.220001,68.5,69.190002,3345500,68.032606
2015-02-04,69.25,69.790001,69.040001,69.199997,3075300,68.042433
2015-02-05,69.489998,70.18,69.300003,69.790001,3408400,68.622567
2015-02-06,69.709999,69.739998,68.959999,69.300003,2637400,68.140766
2015-02-09,69.129997,69.410004,68.900002,69.07,2113000,67.91461
2015-02-10,69.370003,69.620003,68.910004,69.440002,1962700,68.278424
2015-02-11,69.550003,69.870003,69.059998,69.470001,2232000,68.307921
2015-02-12,69.32,69.860001,69.32,69.849998,2829900,68.681561
2015-02-13,69.529999,70.150002,69.5,70.08000200000001,2554900,68.907717
2015-02-17,70.0,70.459999,69.629997,70.190002,3342300,69.015878
2015-02-18,69.760002,70.610001,69.760002,70.540001,2771400,69.360022
2015-02-19,70.360001,70.790001,69.91999799999999,70.209999,3245500,69.03554
2015-02-20,70.129997,70.349998,69.57,70.239998,2358900,69.065037
2015-02-23,71.010002,71.010002,70.459999,70.68,2389100,69.497679
2015-02-24,70.860001,71.220001,70.470001,71.010002,2497100,69.822161
2015-02-25,71.050003,71.190002,70.75,71.010002,2498500,69.822161
2015-02-26,70.940002,71.290001,70.660004,71.110001,1855900,69.920486
2015-02-27,71.040001,71.129997,70.730003,70.82,1997300,69.63533699999999
2015-03-02,70.82,71.08000200000001,70.389999,71.010002,1787700,69.822161
2015-03-03,71.0,71.0,70.290001,70.68,2010300,69.497679
2015-03-04,70.480003,70.760002,70.230003,70.68,2715900,69.497679
2015-03-05,70.970001,71.559998,70.790001,71.459999,3713300,70.26463000000001
2015-03-06,70.83000200000001,70.980003,69.139999,69.25,3555200,68.091599
2015-03-09,69.120003,69.800003,69.059998,69.589996,2564500,68.42590799999999
2015-03-10,69.279999,69.300003,68.400002,68.400002,2492600,67.25582
2015-03-11,68.269997,68.41999799999999,67.690002,67.889999,2643200,66.754349
2015-03-12,68.32,68.58000200000001,68.150002,68.529999,2456700,67.38364200000001
2015-03-13,68.290001,68.519997,67.91999799999999,68.459999,3451400,67.314814
2015-03-16,68.699997,69.150002,68.58000200000001,69.019997,2969300,67.865444
2015-03-17,68.550003,68.809998,68.33000200000001,68.410004,2843100,67.265654
2015-03-18,68.25,68.739998,66.879997,68.33000200000001,5386900,67.186991
2015-03-19,68.18,68.529999,67.809998,68.290001,2881200,67.14765899999999
2015-03-20,68.650002,69.610001,68.519997,69.559998,4508200,68.396411
2015-03-23,69.650002,70.389999,69.300003,70.16999799999999,3123400,68.996208
2015-03-24,69.980003,70.650002,69.309998,69.309998,2849300,68.150593
2015-03-25,69.709999,69.910004,68.82,68.889999,3458500,67.73762099999999
2015-03-26,68.720001,69.209999,68.480003,68.739998,2890600,67.590129
2015-03-27,68.910004,69.089996,68.41999799999999,68.75,2004200,67.599963
2015-03-30,68.75,69.5,68.540001,69.290001,1967200,68.130931
2015-03-31,68.860001,69.739998,68.839996,69.339996,4180400,68.18009
2015-04-01,69.339996,69.339996,68.610001,69.089996,3075100,67.93427199999999
2015-04-02,69.050003,69.449997,68.809998,69.33000200000001,1914000,68.170263
2015-04-06,69.019997,70.300003,68.879997,69.949997,2021700,68.779887
2015-04-07,69.93,70.440002,69.690002,69.709999,1777400,68.543904
2015-04-08,69.739998,70.25,69.41999799999999,69.900002,1498700,68.730728
2015-04-09,69.800003,70.059998,69.279999,69.959999,1853100,68.789722
2015-04-10,69.889999,70.040001,69.58000200000001,69.610001,1708400,68.445578
2015-04-13,69.349998,69.769997,69.129997,69.309998,1553600,68.150593
2015-04-14,69.040001,70.019997,69.0,69.629997,2468600,68.46524000000001
2015-04-15,69.720001,70.360001,69.620003,69.879997,2370700,68.711058
2015-04-16,69.959999,70.300003,69.660004,70.08000200000001,2166500,68.907717
2015-04-17,69.690002,69.839996,68.980003,69.279999,2238000,68.121096
2015-04-20,68.699997,69.199997,68.309998,68.459999,4681500,67.314814
2015-04-21,68.639999,69.33000200000001,68.639999,69.010002,2934100,68.234362
2015-04-22,69.0,69.309998,68.690002,69.279999,2350100,68.501324
2015-04-23,68.93,69.5,68.790001,69.220001,2378200,68.442001
2015-04-24,69.25,69.459999,69.010002,69.16999799999999,2282600,68.39256
2015-04-27,69.300003,69.43,68.82,68.980003,2265400,68.204701
2015-04-28,68.790001,69.18,68.43,68.769997,2420700,67.997054
2015-04-29,68.489998,68.980003,68.300003,68.510002,4647300,67.739982
2015-04-30,67.489998,67.66999799999999,66.779999,67.279999,5582300,66.523803
2015-05-01,67.279999,67.699997,66.900002,67.68,3135600,66.919309
2015-05-04,67.83000200000001,68.25,67.709999,67.860001,2377400,67.097286
2015-05-05,68.139999,68.239998,67.32,67.379997,3182200,66.62267800000001
2015-05-06,67.75,67.870003,67.139999,67.790001,2248800,67.02807299999999
2015-05-07,67.970001,68.25,67.5,67.879997,2338200,67.117058
2015-05-08,68.5,68.639999,67.980003,68.199997,3029900,67.433461
2015-05-11,67.910004,68.459999,67.82,67.83000200000001,2187500,67.067625
2015-05-12,67.519997,68.110001,67.33000200000001,67.879997,3209000,67.117058
2015-05-13,68.019997,68.480003,67.489998,67.599998,2315500,66.84020600000001
2015-05-14,68.019997,68.720001,68.010002,68.629997,2269900,67.858628
2015-05-15,68.559998,68.900002,68.43,68.629997,1946000,67.858628
2015-05-18,68.489998,68.82,68.400002,68.610001,3359800,67.83885699999999
2015-05-19,68.66999799999999,69.190002,68.489998,69.139999,2505800,68.362898
2015-05-20,69.18,69.279999,68.889999,68.889999,2020700,68.115708
2015-05-21,68.809998,68.860001,68.470001,68.82,1808800,68.046495
2015-05-22,68.889999,68.900002,68.459999,68.5,1714600,67.730092
2015-05-26,68.41999799999999,68.5,67.110001,67.150002,4847100,66.395267
2015-05-27,67.300003,67.75,67.279999,67.540001,3315600,66.780883
2015-05-28,67.540001,67.629997,67.16999799999999,67.33000200000001,2077400,66.57324399999999
2015-05-29,67.209999,67.349998,66.739998,66.790001,4755200,66.039313
2015-06-01,66.709999,67.120003,66.360001,66.900002,3447100,66.148077
2015-06-02,66.870003,67.07,66.550003,66.730003,2537300,65.97999
2015-06-03,66.800003,66.970001,66.5,66.57,2668200,65.821784
2015-06-04,66.209999,66.900002,65.849998,65.91999799999999,3280400,65.17908800000001
2015-06-05,65.889999,66.0,64.959999,65.480003,5740400,64.744039
2015-06-08,65.389999,65.540001,64.83000200000001,65.339996,3079300,64.60560600000001
2015-06-09,65.43,66.519997,65.160004,66.029999,5780600,65.287853
2015-06-10,66.739998,67.470001,66.660004,67.07,4716500,66.316165
2015-06-11,66.449997,66.739998,66.16999799999999,66.550003,3863300,65.802012
2015-06-12,66.440002,66.440002,66.050003,66.290001,2543300,65.544933
2015-06-15,65.660004,65.900002,65.209999,65.339996,3378200,64.60560600000001
2015-06-16,65.16999799999999,66.08000200000001,65.16999799999999,65.980003,2204600,65.238419
2015-06-17,66.08000200000001,66.58000200000001,66.0,66.410004,2356100,65.66358699999999
2015-06-18,66.589996,67.529999,66.57,67.16999799999999,4435100,66.41503900000001
2015-06-19,66.790001,67.18,66.599998,66.900002,3674400,66.148077
2015-06-22,67.190002,67.57,67.089996,67.239998,3128700,66.484252
2015-06-23,67.07,67.269997,66.839996,67.010002,1727500,66.25684100000001
2015-06-24,66.93,67.120003,66.480003,66.489998,2815400,65.74268199999999
2015-06-25,66.510002,66.800003,66.32,66.459999,2680600,65.71302
2015-06-26,66.760002,67.0,66.440002,66.5,2588200,65.752571
2015-06-29,66.0,66.339996,65.370003,65.400002,2270400,64.664936
2015-06-30,65.849998,65.879997,65.309998,65.410004,2786600,64.674826
2015-07-01,65.589996,66.190002,65.550003,66.160004,2986600,65.41639599999999
2015-07-02,66.379997,66.58000200000001,65.980003,66.160004,2024700,65.41639599999999
2015-07-06,65.68,66.309998,65.629997,65.959999,1835600,65.21864000000001
2015-07-07,66.139999,67.379997,65.959999,67.309998,2893500,66.553465
2015-07-08,66.93,67.160004,66.449997,66.449997,2104600,65.70313
2015-07-09,67.150002,67.18,66.150002,66.16999799999999,3004700,65.42627900000001
2015-07-10,66.760002,66.910004,66.529999,66.639999,2221800,65.890997
2015-07-13,66.949997,67.5,66.910004,67.440002,2087300,66.682009
2015-07-14,67.5,67.5,66.93,67.269997,2143600,66.513914
2015-07-15,67.040001,67.58000200000001,66.760002,66.910004,3360300,66.157967
2015-07-16,67.33000200000001,67.730003,67.18,67.620003,1912000,66.85998599999999
2015-07-17,67.360001,67.620003,67.199997,67.5,1792000,66.741332
2015-07-20,67.370003,67.959999,67.139999,67.800003,2214900,67.037963
2015-07-21,67.57,67.639999,66.769997,66.940002,2699400,66.560683
2015-07-22,66.940002,67.18,66.730003,67.0,2825500,66.620341
2015-07-23,67.0,67.18,66.809998,67.040001,2667900,66.660115
2015-07-24,67.010002,67.150002,66.779999,67.0,2317000,66.620341
2015-07-27,66.760002,67.309998,66.540001,67.300003,3576300,66.918644
2015-07-28,67.440002,68.470001,67.269997,68.389999,5569600,68.002464
2015-07-29,68.25,69.230003,68.129997,68.93,4974900,68.539405
2015-07-30,68.75,68.800003,67.309998,68.019997,5488800,67.634558
2015-07-31,68.059998,68.290001,67.800003,68.019997,3548000,67.634558
2015-08-03,67.660004,68.470001,67.589996,68.41999799999999,3069700,68.03229300000001
2015-08-04,68.339996,68.709999,68.059998,68.449997,2770500,68.06212099999999
2015-08-05,68.769997,69.230003,68.339996,69.08000200000001,2578900,68.688556
2015-08-06,69.199997,69.300003,68.639999,68.650002,2989000,68.260993
2015-08-07,68.629997,68.699997,68.300003,68.489998,2286500,68.101896
2015-08-10,68.839996,69.08000200000001,68.66999799999999,68.739998,3016200,68.350479
2015-08-11,68.379997,68.559998,68.190002,68.260002,2592600,67.873203
2015-08-12,67.989998,68.129997,66.970001,68.0,3310600,67.614674
2015-08-13,68.029999,68.18,67.57,67.660004,2225900,67.276605
2015-08-14,67.760002,67.940002,67.489998,67.790001,1829600,67.405865
2015-08-17,67.459999,67.800003,67.08000200000001,67.660004,1870500,67.276605
2015-08-18,67.66999799999999,68.019997,67.489998,67.690002,2230700,67.306433
2015-08-19,67.339996,67.5,66.599998,66.739998,3165400,66.361812
2015-08-20,66.199997,66.550003,65.959999,65.989998,3715900,65.616062
2015-08-21,65.82,66.08000200000001,64.860001,64.980003,5799400,64.611791
2015-08-24,61.900002,62.5,50.84,61.950001,9060100,61.598957999999996
2015-08-25,63.240002000000004,63.490002000000004,60.32,60.369999,6483500,60.027908999999994
2015-08-26,61.529999,62.400002,60.540001000000004,62.23,5329000,61.87736999999999
2015-08-27,62.580002,63.290001000000004,61.939999,63.09,5006900,62.732496999999995
2015-08-28,63.009997999999996,63.380001,62.52,63.349998,3486900,62.991021999999994
2015-08-31,62.880001,63.049999,62.400002,62.810001,3634600,62.454085
2015-09-01,61.619999,62.27,60.91,61.27,4289000,60.922810999999996
2015-09-02,62.0,62.220001,61.529999,62.18,3402200,61.827654
2015-09-03,62.240002000000004,63.130001,62.240002000000004,62.919998,4046500,62.563458999999995
2015-09-04,61.860001000000004,62.189999,61.389998999999996,61.459998999999996,5100300,61.111732999999994
2015-09-08,62.48,63.66,62.150002,63.43,6568500,63.070570999999994
2015-09-09,64.040001,64.129997,62.259997999999996,62.389998999999996,3645900,62.036463
2015-09-10,62.279999,62.48,61.310001,61.93,5223900,61.579071
2015-09-11,61.380001,62.110001000000004,61.380001,61.919998,3463100,61.569125
2015-09-14,61.830002,62.139998999999996,61.549999,62.110001000000004,3704100,61.758051
2015-09-15,62.07,62.639998999999996,61.369999,62.43,3467400,62.076237
2015-09-16,62.599998,63.23,62.5,63.07,2889600,62.71261
2015-09-17,63.009997999999996,64.089996,62.98,63.27,4595500,62.911478
2015-09-18,62.68,63.66,62.650002,62.689999,13468600,62.334762
2015-09-21,63.16,63.43,62.93,63.099998,3991200,62.742439000000005
2015-09-22,62.5,62.73,61.740002000000004,62.16,3911000,61.807767000000005
2015-09-23,62.040001000000004,62.32,61.75,62.099998,4005600,61.748105
2015-09-24,61.799999,62.419998,61.459998999999996,62.25,3791600,61.897256999999996
2015-09-25,62.77,63.689999,62.639998999999996,63.139998999999996,4545600,62.782213
2015-09-28,62.970001,63.279999,62.16,62.16,4581800,61.807767000000005
2015-09-29,62.16,63.189999,62.099998,63.07,3884500,62.71261
2015-09-30,63.66,63.990002000000004,63.09,63.459998999999996,3529400,63.1004
2015-10-01,63.580002,63.950001,63.209998999999996,63.720001,4253800,63.358928000000006
2015-10-02,63.220001,64.279999,63.060001,64.279999,3504100,63.915753
2015-10-05,64.589996,65.510002,64.339996,65.349998,3690200,64.97968900000001
2015-10-06,65.300003,65.300003,64.730003,64.790001,2941500,64.422865
2015-10-07,65.050003,65.480003,64.800003,65.349998,2278100,64.97968900000001
2015-10-08,65.18,65.940002,65.019997,65.900002,2587600,65.526576
2015-10-09,66.0,66.41999799999999,65.779999,66.339996,3478400,65.964077
2015-10-12,66.33000200000001,66.58000200000001,65.989998,66.25,2419400,65.87459100000001
2015-10-13,65.970001,66.290001,65.779999,65.970001,2200800,65.596179
2015-10-14,65.970001,66.110001,65.5,65.75,2326100,65.377424
2015-10-15,66.160004,66.660004,65.959999,66.57,2418300,66.192777
2015-10-16,66.900002,67.260002,66.709999,67.120003,2373300,66.739664
2015-10-19,67.019997,67.43,66.889999,67.25,2384400,66.86892399999999
2015-10-20,66.949997,67.239998,66.860001,67.059998,3281900,66.679998
2015-10-21,66.809998,67.5,66.540001,66.83000200000001,2755100,66.83000200000001
2015-10-22,67.150002,68.860001,66.66999799999999,68.639999,3660400,68.639999
2015-10-23,68.720001,69.199997,68.349998,68.940002,3956700,68.940002
2015-10-26,68.82,69.32,68.660004,68.720001,3933600,68.720001
2015-10-27,68.389999,69.0,68.309998,68.949997,3307500,68.949997
2015-10-28,69.0,69.160004,68.120003,68.83000200000001,3364000,68.83000200000001
2015-10-29,68.620003,69.440002,68.41999799999999,69.230003,3511000,69.230003
2015-10-30,67.690002,68.07,66.349998,66.349998,7455100,66.349998
2015-11-02,66.769997,67.57,66.360001,67.489998,5351700,67.489998
2015-11-03,67.239998,68.110001,66.900002,68.0,3725100,68.0
2015-11-04,67.93,68.050003,67.0,67.480003,3726600,67.480003
2015-11-05,67.510002,67.889999,67.199997,67.599998,2786800,67.599998
2015-11-06,67.209999,67.209999,65.400002,65.82,5178300,65.82
