Date,Open,High,Low,Close,Volume,Adj Close
2015-02-17,75.300003,76.910004,75.08000200000001,75.599998,25254400,75.599998
2015-02-18,75.940002,76.900002,75.449997,76.709999,22426400,76.709999
2015-02-19,76.989998,79.839996,76.949997,79.41999799999999,45851200,79.41999799999999
2015-02-20,79.550003,80.339996,79.199997,79.900002,36931700,79.900002
2015-02-23,79.959999,80.190002,78.379997,78.839996,24139100,78.839996
2015-02-24,78.5,79.480003,78.099998,78.449997,18897100,78.449997
2015-02-25,78.5,80.199997,78.5,79.559998,25593800,79.559998
2015-02-26,79.879997,81.370003,79.720001,80.410004,31111900,80.410004
2015-02-27,80.68,81.230003,78.620003,78.970001,30739200,78.970001
2015-03-02,79.0,79.860001,78.519997,79.75,21662500,79.75
2015-03-03,79.610001,79.699997,78.519997,79.599998,18635000,79.599998
2015-03-04,79.300003,81.150002,78.849998,80.900002,28126700,80.900002
2015-03-05,81.230003,81.989998,81.050003,81.209999,27825700,81.209999
2015-03-06,80.900002,81.33000200000001,79.83000200000001,80.010002,24488600,80.010002
2015-03-09,79.68,79.910004,78.629997,79.440002,18925100,79.440002
2015-03-10,78.5,79.260002,77.550003,77.550003,23067100,77.550003
2015-03-11,77.800003,78.43,77.260002,77.57,20215700,77.57
2015-03-12,78.099998,79.050003,77.910004,78.93,16093300,78.93
2015-03-13,78.599998,79.379997,77.68,78.050003,18557300,78.050003
2015-03-16,77.959999,78.120003,77.360001,78.07,19305400,78.07
2015-03-17,78.360001,79.779999,78.339996,79.360001,22170000,79.360001
2015-03-18,79.25,81.239998,79.16999799999999,80.910004,36912400,80.910004
2015-03-19,81.120003,83.0,81.0,82.75,42099500,82.75
2015-03-20,83.389999,84.599998,83.07,83.800003,44466300,83.800003
2015-03-23,83.91999799999999,84.959999,83.300003,84.43,27357300,84.43
2015-03-24,84.709999,86.07,84.519997,85.309998,32576500,85.309998
2015-03-25,85.5,85.519997,82.91999799999999,82.91999799999999,37436100,82.91999799999999
2015-03-26,82.720001,83.769997,82.139999,83.010002,32794800,83.010002
2015-03-27,83.379997,83.949997,82.879997,83.300003,18372600,83.300003
2015-03-30,83.809998,84.339996,82.410004,83.199997,24527700,83.199997
2015-03-31,82.900002,83.5,82.209999,82.220001,19734300,82.220001
2015-04-01,82.5,82.720001,80.870003,81.66999799999999,22058200,81.66999799999999
2015-04-02,82.25,82.559998,81.440002,81.559998,19664100,81.559998
2015-04-06,80.800003,82.809998,80.800003,82.440002,19062900,82.440002
2015-04-07,82.650002,83.41999799999999,82.220001,82.32,17467000,82.32
2015-04-08,82.629997,83.099998,81.839996,82.279999,18966700,82.279999
2015-04-09,82.5,82.800003,81.709999,82.16999799999999,15927300,82.16999799999999
2015-04-10,82.209999,82.610001,81.910004,82.040001,12529700,82.040001
2015-04-13,81.93,83.940002,81.91999799999999,83.010002,26883100,83.010002
2015-04-14,83.16999799999999,83.690002,82.440002,83.519997,19634200,83.519997
2015-04-15,83.550003,83.660004,82.269997,82.709999,22390900,82.709999
2015-04-16,82.470001,83.07,82.150002,82.309998,13769700,82.309998
2015-04-17,81.480003,82.110001,80.370003,80.779999,24076300,80.779999
2015-04-20,81.540001,83.150002,81.239998,83.089996,28796800,83.089996
2015-04-21,84.0,84.489998,83.540001,83.620003,27171900,83.620003
2015-04-22,84.32,84.739998,83.650002,84.629997,45548000,84.629997
2015-04-23,84.099998,85.589996,82.410004,82.410004,73728100,82.410004
2015-04-24,82.769997,82.940002,81.480003,81.529999,29660400,81.529999
2015-04-27,81.870003,82.93,81.629997,81.910004,25446000,81.910004
2015-04-28,81.83000200000001,81.900002,80.230003,80.68,23775300,80.68
2015-04-29,80.010002,81.389999,79.519997,80.470001,26430300,80.470001
2015-04-30,80.010002,80.959999,78.32,78.769997,28999000,78.769997
2015-05-01,79.239998,79.760002,78.110001,78.989998,24136400,78.989998
2015-05-04,79.33000200000001,79.690002,78.629997,78.809998,14692000,78.809998
2015-05-05,78.550003,78.800003,77.220001,77.559998,22311300,77.559998
2015-05-06,77.970001,78.809998,77.050003,78.099998,28663000,78.099998
2015-05-07,78.0,78.940002,77.559998,78.43,19749400,78.43
2015-05-08,79.099998,79.230003,78.029999,78.510002,19943600,78.510002
2015-05-11,78.480003,79.029999,77.93,78.010002,18874100,78.010002
2015-05-12,77.870003,77.889999,76.790001,77.459999,21285300,77.459999
2015-05-13,77.720001,78.529999,77.650002,78.440002,21512300,78.440002
2015-05-14,78.940002,81.849998,78.66999799999999,81.370003,49438000,81.370003
2015-05-15,81.410004,81.519997,80.18,80.41999799999999,27069900,80.41999799999999
2015-05-18,80.33000200000001,81.379997,80.230003,80.879997,21613700,80.879997
2015-05-19,81.25,81.690002,80.550003,80.629997,17955400,80.629997
2015-05-20,80.470001,81.099998,79.459999,80.550003,23056900,80.550003
2015-05-21,80.190002,80.91999799999999,80.08000200000001,80.480003,13402700,80.480003
2015-05-22,80.349998,81.309998,80.25,80.540001,19567900,80.540001
2015-05-26,80.43,80.599998,79.08000200000001,79.33000200000001,16321300,79.33000200000001
2015-05-27,79.599998,80.660004,79.43,80.550003,14160900,80.550003
2015-05-28,80.25,81.07,80.0,80.150002,11982000,80.150002
2015-05-29,79.949997,80.07,78.879997,79.190002,16134600,79.190002
2015-06-01,79.300003,80.379997,78.660004,80.290001,18119000,80.290001
2015-06-02,79.760002,81.349998,79.559998,80.440002,18923300,80.440002
2015-06-03,81.349998,82.529999,81.25,82.440002,31775000,82.440002
2015-06-04,82.139999,82.949997,81.510002,82.050003,20863900,82.050003
2015-06-05,81.870003,82.459999,81.510002,82.139999,16143100,82.139999
2015-06-08,81.82,82.0,80.129997,80.66999799999999,16915500,80.66999799999999
2015-06-09,80.599998,81.190002,79.32,80.66999799999999,16497500,80.66999799999999
2015-06-10,80.83000200000001,82.599998,80.809998,82.160004,21531200,82.160004
2015-06-11,82.309998,82.900002,81.360001,81.83000200000001,18656800,81.83000200000001
2015-06-12,81.370003,82.089996,81.199997,81.529999,11417900,81.529999
2015-06-15,80.550003,80.93,80.07,80.709999,18805100,80.709999
2015-06-16,80.82,81.510002,80.449997,81.059998,13693700,81.059998
2015-06-17,81.760002,82.220001,81.339996,81.790001,18350300,81.790001
2015-06-18,81.639999,83.190002,81.57,82.910004,26782600,82.910004
2015-06-19,82.83000200000001,82.980003,82.120003,82.510002,23353200,82.510002
2015-06-22,83.410004,84.970001,83.309998,84.739998,29383100,84.739998
2015-06-23,84.959999,87.970001,84.760002,87.879997,50667900,87.879997
2015-06-24,87.660004,89.25,87.449997,88.860001,41370200,88.860001
2015-06-25,89.260002,89.400002,87.839996,87.980003,27302000,87.980003
2015-06-26,88.120003,88.339996,86.83000200000001,88.010002,38214600,88.010002
2015-06-29,86.610001,87.5,85.730003,85.800003,35957900,85.800003
2015-06-30,86.599998,86.699997,85.57,85.769997,23233200,85.769997
2015-07-01,86.769997,87.949997,86.489998,86.910004,25260000,86.910004
2015-07-02,87.400002,87.440002,86.339996,87.290001,16908800,87.290001
2015-07-06,86.489998,88.190002,86.389999,87.550003,24635900,87.550003
2015-07-07,87.800003,87.849998,85.230003,87.220001,33059900,87.220001
2015-07-08,86.290001,86.75,85.449997,85.650002,24399300,85.650002
2015-07-09,86.730003,87.599998,85.650002,85.879997,23307400,85.879997
2015-07-10,87.349998,88.220001,86.769997,87.949997,23245900,87.949997
2015-07-13,88.660004,90.220001,88.41999799999999,90.099998,29976700,90.099998
2015-07-14,90.459999,90.800003,89.650002,89.68,26627800,89.68
2015-07-15,90.0,90.989998,89.41999799999999,89.760002,30886600,89.760002
2015-07-16,90.279999,90.860001,89.769997,90.849998,21804100,90.849998
2015-07-17,92.550003,95.389999,92.540001,94.970001,54001600,94.970001
2015-07-20,95.849998,98.599998,95.360001,97.910004,54860500,97.910004
2015-07-21,98.949997,99.239998,97.139999,98.389999,39453300,98.389999
2015-07-22,96.739998,97.58000200000001,95.91999799999999,97.040001,28299500,97.040001
2015-07-23,96.959999,97.449997,94.809998,95.440002,29418800,95.440002
2015-07-24,97.349998,97.760002,95.879997,96.949997,33444900,96.949997
2015-07-27,96.58000200000001,96.610001,93.83000200000001,94.16999799999999,38585400,94.16999799999999
2015-07-28,94.839996,95.559998,93.309998,95.290001,35236000,95.290001
2015-07-29,96.32,97.279999,94.739998,96.989998,64648300,96.989998
2015-07-30,94.910004,95.809998,91.800003,95.209999,86211300,95.209999
2015-07-31,94.949997,96.33000200000001,93.949997,94.010002,43916600,94.010002
2015-08-03,93.529999,95.08000200000001,92.800003,94.139999,29210500,94.139999
2015-08-04,93.790001,94.730003,93.33000200000001,94.059998,19997700,94.059998
2015-08-05,95.25,97.089996,95.18,96.440002,29674500,96.440002
2015-08-06,97.18,98.739998,94.41999799999999,95.120003,42080200,95.120003
2015-08-07,95.379997,95.400002,93.610001,94.300003,23122200,94.300003
2015-08-10,95.68,95.900002,93.629997,94.150002,21360500,94.150002
2015-08-11,93.730003,94.760002,92.900002,93.620003,21372900,93.620003
2015-08-12,92.699997,94.440002,91.190002,94.190002,27050500,94.190002
2015-08-13,94.050003,94.730003,93.349998,93.43,17390600,93.43
2015-08-14,93.540001,94.720001,93.209999,94.41999799999999,15878500,94.41999799999999
2015-08-17,94.41999799999999,94.459999,93.389999,93.93,18250600,93.93
2015-08-18,94.08000200000001,95.849998,94.040001,95.16999799999999,22164400,95.16999799999999
2015-08-19,94.629997,96.099998,94.160004,95.309998,23156500,95.309998
2015-08-20,93.540001,94.769997,90.459999,90.559998,44219600,90.559998
2015-08-21,87.519997,89.18,85.610001,86.059998,62258000,86.059998
2015-08-24,77.029999,82.089996,72.0,82.089996,81647900,82.089996
2015-08-25,86.949997,87.66999799999999,83.0,83.0,52021200,83.0
2015-08-26,85.949997,87.459999,83.260002,87.190002,44492000,87.190002
2015-08-27,89.099998,90.059998,87.190002,89.730003,41778600,89.730003
2015-08-28,89.879997,91.480003,89.790001,91.010002,33005600,91.010002
2015-08-31,90.599998,91.050003,88.889999,89.43,32006700,89.43
2015-09-01,86.849998,89.389999,86.5,87.230003,35798100,87.230003
2015-09-02,88.809998,89.889999,87.629997,89.889999,26838000,89.889999
2015-09-03,89.760002,89.82,87.730003,88.150002,26882200,88.150002
2015-09-04,87.199997,88.389999,86.699997,88.260002,27298700,88.260002
2015-09-08,89.690002,90.239998,88.83000200000001,89.529999,26849000,89.529999
2015-09-09,90.779999,91.980003,90.16999799999999,90.440002,32439000,90.440002
2015-09-10,90.07,92.059998,89.629997,91.980003,26333800,91.980003
2015-09-11,91.68,92.08000200000001,91.129997,92.050003,21031100,92.050003
2015-09-14,92.309998,92.620003,91.599998,92.309998,20103600,92.309998
2015-09-15,92.370003,93.25,91.790001,92.900002,18638300,92.900002
2015-09-16,92.900002,93.599998,92.629997,93.449997,16256300,93.449997
2015-09-17,93.370003,95.510002,92.900002,94.339996,27679900,94.339996
2015-09-18,93.199997,95.190002,93.050003,94.400002,61898700,94.400002
2015-09-21,94.620003,96.489998,94.519997,95.550003,28657500,95.550003
2015-09-22,93.769997,94.68,91.91999799999999,92.959999,36683700,92.959999
2015-09-23,93.400002,94.32,92.800003,93.970001,21645700,93.970001
2015-09-24,93.059998,94.769997,92.239998,94.410004,28943700,94.410004
2015-09-25,95.790001,95.849998,92.059998,92.769997,28803200,92.769997
2015-09-28,92.08000200000001,92.290001,88.18,89.209999,41024400,89.209999
2015-09-29,89.099998,90.059998,85.720001,86.66999799999999,41810200,86.66999799999999
2015-09-30,88.440002,90.019997,88.010002,89.900002,36030300,89.900002
2015-10-01,90.050003,90.949997,88.360001,90.949997,29070200,90.949997
2015-10-02,88.900002,92.199997,88.370003,92.07,37623200,92.07
2015-10-05,92.940002,94.269997,92.660004,94.010002,26903100,94.010002
2015-10-06,94.08000200000001,94.16999799999999,92.339996,92.800003,22172800,92.800003
2015-10-07,93.110001,93.660004,91.370003,92.400002,24060300,92.400002
2015-10-08,91.889999,93.220001,90.470001,92.470001,27213300,92.470001
2015-10-09,92.900002,93.739998,92.239998,93.239998,19886200,93.239998
2015-10-12,93.32,94.599998,92.66999799999999,94.260002,18371800,94.260002
2015-10-13,93.660004,95.370003,93.550003,94.120003,19250000,94.120003
2015-10-14,94.08000200000001,95.199997,93.610001,94.07,19159900,94.07
2015-10-15,94.989998,96.300003,94.900002,95.959999,27475400,95.959999
2015-10-16,96.18,97.589996,95.349998,97.540001,25304100,97.540001
2015-10-19,97.18,98.57,96.91999799999999,98.470001,23316800,98.470001
2015-10-20,98.730003,99.589996,96.559998,97.0,30700500,97.0
2015-10-21,97.370003,98.18,96.470001,97.110001,21917800,97.110001
2015-10-22,97.790001,99.730003,97.550003,99.66999799999999,25516200,99.66999799999999
2015-10-23,101.910004,102.849998,100.160004,102.190002,42657900,102.190002
2015-10-26,102.199997,103.809998,101.550003,103.769997,25822300,103.769997
2015-10-27,102.940002,104.099998,102.400002,103.699997,22951400,103.699997
2015-10-28,103.900002,104.480003,102.91999799999999,104.199997,24024100,104.199997
2015-10-29,103.959999,105.120003,103.519997,104.879997,20099900,104.879997
2015-10-30,104.510002,104.720001,101.650002,101.970001,33381100,101.970001
2015-11-02,102.459999,103.470001,101.18,103.309998,23876300,103.309998
2015-11-03,103.220001,103.650002,102.400002,102.58000200000001,21096800,102.58000200000001
2015-11-04,103.190002,104.139999,102.480003,103.940002,38606400,103.940002
2015-11-05,108.800003,110.650002,107.949997,108.760002,63013500,108.760002
2015-11-06,108.040001,108.739998,105.910004,107.099998,34898000,107.099998
